4K&测试,#genre#
华文六套,http://www.mhq3vvv.work.gd/欧华.php?id=tv6
华文七套,http://www.mhq3vvv.work.gd/欧华.php?id=tv7
华文八套,http://www.mhq3vvv.work.gd/欧华.php?id=tv8


爱尚k,#genre#
CCTV-1,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv1
CCTV-1高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv1hd
CCTV-2,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv2
CCTV-2高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv2hd
CCTV-3,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv3
CCTV-3高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv3hd
CCTV-4,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv4
CCTV-4高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv4hd
CCTV-5,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv5
CCTV-5高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv5hd
CCTV-5+高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv5p
CCTV-6,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv6
CCTV-6高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv6hd
CCTV-7,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv7
CCTV-7高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv7hd
CCTV-8,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv8
CCTV-8高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv8hd
CCTV-9,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv9
CCTV-9高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv9hd
CCTV-9高清2,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv9hd2
CCTV-10,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv10
CCTV-10高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv10hd
CCTV-11,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv11
CCTV-11高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv11hd
CCTV-12,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv12
CCTV-12高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv12hd
CCTV-13,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv13
CCTV-13高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv13hd
CCTV-14,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv14
CCTV-14高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv14hd
CCTV-15,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv15
CCTV-15高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv15hd
CCTV-16高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv16hd
CCTV16_4K超高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv16_4k
CCTV-17,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv17
CCTV-17高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cctv17hd

CGTN,http://www.mhq3vvv.work.gd/爱尚.php?id=cgtn
CGTN2,http://www.mhq3vvv.work.gd/爱尚.php?id=cgtn2
CGTN 阿拉伯语,http://www.mhq3vvv.work.gd/爱尚.php?id=cgtna
CGTN 西班牙语,http://www.mhq3vvv.work.gd/爱尚.php?id=cgtne
CGTN 法语,http://www.mhq3vvv.work.gd/爱尚.php?id=cgtnf
CGTN 俄语,http://www.mhq3vvv.work.gd/爱尚.php?id=cgtnr

CETV1,http://www.mhq3vvv.work.gd/爱尚.php?id=cetv1
CETV1高清,http://www.mhq3vvv.work.gd/爱尚.php?id=cetv1hd
CETV-2,http://www.mhq3vvv.work.gd/爱尚.php?id=cetv2
CETV-4,http://www.mhq3vvv.work.gd/爱尚.php?id=cetv4

CHC动作电影高清,http://www.mhq3vvv.work.gd/爱尚.php?id=chcdzdy
CHC高清电影,http://www.mhq3vvv.work.gd/爱尚.php?id=chcgqdy
CHC家庭影院高清,http://www.mhq3vvv.work.gd/爱尚.php?id=chcjtyy


北京卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=bjws
北京卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=bjwshd
东方卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=dfws
东方卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=dfwshd
天津卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=tjws
天津卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=tjwshd
重庆卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=cqws
黑龙江卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=hljws
黑龙江卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=hljwshd
吉林卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=jlws
辽宁卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=lnws
辽宁卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=lnwshd
内蒙古卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=nmws
宁夏卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=nxws
甘肃卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=gsws
青海卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=qhws
陕西卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=sxws
河北卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=hbws
河北卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=hbwshd
山西卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=sxiws
山东卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=sdws
山东卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=sdwshd
安徽卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=ahws
安徽卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=ahwshd
河南卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=hnws
湖北卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=hubws
湖北卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=hubwshd
湖南卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=hunws
湖南卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=hunwshd
江西卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=jxws
江苏卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=jsws
江苏卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=jswshd
浙江卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=zjws
浙江卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=zjwshd
东南卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=dnws
东南卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=dnwshd
厦门卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=xmws
广东卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=gdws
广东卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=gdwshd
深圳卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=szws
深圳卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=szwshd
广西卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=gxws
云南卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=ynws
贵州卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=gzws
贵州卫视高清,http://www.mhq3vvv.work.gd/爱尚.php?id=gzwshd
四川卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=scws
康巴卫视测试,http://www.mhq3vvv.work.gd/爱尚.php?id=kbws
新疆卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=xjws
兵团卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=btws
西藏卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=xzws
海南卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=hinws
三沙卫视,http://www.mhq3vvv.work.gd/爱尚.php?id=ssws
卡酷少儿,http://www.mhq3vvv.work.gd/爱尚.php?id=kkse
体育赛事高清,http://www.mhq3vvv.work.gd/爱尚.php?id=tyss
新动漫,http://www.mhq3vvv.work.gd/爱尚.php?id=xdm
网络棋牌,http://www.mhq3vvv.work.gd/爱尚.php?id=wlqp
山东教育,http://www.mhq3vvv.work.gd/爱尚.php?id=sdjy
金鹰纪实高清,http://www.mhq3vvv.work.gd/爱尚.php?id=jyjs
金鹰卡通,http://www.mhq3vvv.work.gd/爱尚.php?id=jykt
先锋乒羽,http://www.mhq3vvv.work.gd/爱尚.php?id=xfpy
财富天下,http://www.mhq3vvv.work.gd/爱尚.php?id=cftx
嘉佳卡通,http://www.mhq3vvv.work.gd/爱尚.php?id=jjkt
电视家源,#genre#

音乐欣赏1,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAguOaa4gUo_J_z6gI.mp4
音乐欣赏2,https://vd3.bdstatic.com/mda-pd369avvets19gch/sc/cae_h264/1680582897997490362/mda-pd369avvets19gch.mp4
美食李子柒,http://lxajh.top/tv/douyu.php?id=2901080
小莉帮忙,http://media2.hndt.com/data_01/1/3/2023/01/15/1f2b16f5ca922e4f442d54b7ea6c9643.mp4
海峡两岸,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/93dafada4e35457788319f02f5063529/1200.m3u8
##
🇨🇳｜历年春晚,#genre#	
春晚1983,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4	
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4	
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4	
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8	
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8	
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8	
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4	
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8	
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8	
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8	
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8	
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8	
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8	
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8	
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8	
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8	
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8	
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8	
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8	
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8	
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8	
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8	
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8	
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8	
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8	
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8	
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8	
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4	
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4	
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8	
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4	
🇨🇳｜央视频道,#genre#
CCTV1 综合,http://tvpull.dxhmt.cn/tv/11481-3.m3u8
CCTV1 综合,http://cyz32.livehbindex.hbcatv.cn/live/50000020935c4d59965a1cbf159c9be9.m3u8?bitrate=2300&pt=5
CCTV1 综合,http://221.213.43.82:8888/newlive/live/hls/2/live.m3u8
CCTV1 综合,http://222.81.86.42:8060/hls/ch3/ch3.m3u8
CCTV1 综合,http://tvpull.dxhmt.cn/tv/11481-4.m3u8
CCTV1 综合,rtmp://202.204.52.116:1935/livetv/cctv1hd
CCTV1 综合,http://219.140.56.34:3333/tsfile/live/0001_1.m3u8
CCTV1 综合,http://111.20.35.103:6610/yinhe/2/ch00000090990000001018/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV1 综合,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8
CCTV1 综合,http://183.63.15.42:9901/tsfile/live/0001_1.m3u8
CCTV1 综合,http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8
CCTV1 综合,http://220.178.228.153:1935/live/cctv1/playlist.m3u8
CCTV1 综合,https://zb.pzhgd.com:444/live/cctv1.m3u8
CCTV1 综合,http://play.kankanlive.com/live/1661761962676984.flv
CCTV1 综合,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226736/1.m3u8
CCTV1 综合,http://111.20.35.103:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV1 综合,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV2 财经,http://cyz32.livehbindex.hbcatv.cn/live/50000020d7ae404dbd55b5d0ba6fe735.m3u8?bitrate=2300&pt=5
CCTV2 财经,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226739/1.m3u8
CCTV2 财经,http://223.95.111.98:5555/newlive/live/hls/2/live.m3u8
CCTV2 财经,http://219.140.56.34:3333/tsfile/live/0002_1.m3u8
CCTV2 财经,http://111.20.35.103:6610/yinhe/2/ch00000090990000001021/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV2 财经,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000061
CCTV2 财经,http://111.20.35.103:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV2 财经,http://111.20.35.103:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV3 综艺,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV3 综艺,http://111.20.40.166/PLTV/88888893/224/3221226397/index.m3u8
CCTV3 综艺,http://223.95.111.98:5555/newlive/live/hls/3/live.m3u8
CCTV3 综艺,http://219.140.56.34:3333/tsfile/live/0003_1.m3u8
CCTV3 综艺,http://111.20.35.103:6610/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV3 综艺,http://221.213.43.82:8888/newlive/live/hls/4/live.m3u8
CCTV3 综艺,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226720/1.m3u8
CCTV3 综艺,http://183.63.15.42:9901/tsfile/live/0003_1.m3u8
CCTV4 中文国际,http://111.20.40.164/PLTV/88888893/224/3221226191/index.m3u8
CCTV4 中文国际,http://cyz32.livehbindex.hbcatv.cn/live/5b0dff5235e94ba8bff8731427145289.m3u8?bitrate=2300&pt=5
CCTV4 中文国际,http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4 中文国际,http://219.140.56.34:3333/tsfile/live/1004_1.m3u8
CCTV4 中文国际,http://183.63.15.42:9901/tsfile/live/0004_1.m3u8
CCTV4 中文国际,http://111.20.35.103:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV4 中文国际,http://111.20.40.164:80/PLTV/88888893/224/3221226191/index.m3u8?icpid=88888893&from=1&popid=1&hms_devid=844,683&prioritypopid=1
CCTV4 中文国际,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4 中文国际,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226725/1.m3u8
CCTV 4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV 4K,http://159.75.85.63:5679/cctv4k.php
CCTV 4K,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
CCTV5 体育,http://111.20.40.164/PLTV/88888893/224/3221226395/index.m3u8
CCTV5 体育,http://220.178.228.153:1935/live/cctv5/playlist.m3u8
CCTV5 体育,http://111.20.35.103:6610/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5 体育,http://223.95.111.98:5555/newlive/live/hls/5/live.m3u8
CCTV5 体育,http://111.20.40.166/PLTV/88888893/224/3221226395/index.m3u8
CCTV5+ 体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+ 体育赛事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+ 体育赛事,http://cyz32.livehbindex.hbcatv.cn/live/50000020484943edba96ac9f93f858ce.m3u8?bitrate=2300&pt=5
CCTV5+ 体育赛事,http://219.140.56.34:3333/tsfile/live/0016_1.m3u8
CCTV5+ 体育赛事,http://221.213.43.82:8888/newlive/live/hls/7/live.m3u8
CCTV5+ 体育赛事,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV6 电影,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
CCTV6 电影,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV6 电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV6 电影,http://219.140.56.34:3333/tsfile/live/1006_1.m3u8
CCTV6 电影,http://223.95.111.98:5555/newlive/live/hls/6/live.m3u8
CCTV7 国防军事,http://cyz32.livehbindex.hbcatv.cn/live/500000204daa45af99b5800a528fac21.m3u8?bitrate=2300&pt=5
CCTV7 国防军事,http://123.6.9.146/live/jz-cctv-7/live.m3u8
CCTV7 国防军事,http://221.213.43.82:8888/newlive/live/hls/9/live.m3u8
CCTV7 国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV7 国防军事,http://119.164.216.162:9901/tsfile/live/1000_1.m3u8
CCTV7 国防军事,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226721/1.m3u8
CCTV7 国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV7 国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV7 国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8 电视剧,http://111.20.40.166/PLTV/88888893/224/3221226391/index.m3u8
CCTV8 电视剧,http://223.95.111.98:5555/newlive/live/hls/8/live.m3u8
CCTV9 纪录,http://cyz32.livehbindex.hbcatv.cn/live/50000020edf54f6c92778d0ccdfcca30.m3u8?bitrate=2300&pt=5
CCTV9 纪录,http://223.95.111.98:5555/newlive/live/hls/9/live.m3u8
CCTV10 科教,http://cyz32.livehbindex.hbcatv.cn/live/a66832f3323643189c3a0e91f9fad3e3.m3u8?bitrate=2300&pt=5
CCTV11 戏曲,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV11 戏曲,http://221.213.43.82:8888/newlive/live/hls/13/live.m3u8
CCTV12 社会与法,http://cyz32.livehbindex.hbcatv.cn/live/fbe7688bc539461da71ff649e4ba1d75.m3u8?bitrate=2300&pt=5
CCTV12 社会与法,http://223.95.111.98:5555/newlive/live/hls/12/live.m3u8
CCTV12 社会与法,http://221.213.43.82:8888/newlive/live/hls/14/live.m3u8
CCTV13 新闻,http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5
CCTV13 新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8?
CCTV13 新闻,http://hw-m-l.cztv.com/channels/lantian/channel16/720p.m3u8
CCTV13 新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13 新闻,rtmp://202.204.52.116:1935/livetv/cctv13hd
CCTV13 新闻,http://221.213.43.82:8888/newlive/live/hls/15/live.m3u8
CCTV13 新闻,http://220.178.228.153:1935/live/cctv13/playlist.m3u8
CCTV13 新闻,http://anren.live/HK/BSJE.m3u8
CCTV13 新闻,http://hls.hsrtv.cn/live/hsyouxian.m3u8
CCTV14 少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV14 少儿,http://221.213.43.82:8888/newlive/live/hls/16/live.m3u8
CCTV14 少儿,http://223.95.111.98:5555/newlive/live/hls/14/live.m3u8
CCTV15 音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV15 音乐,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000133
CCTV15 音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV15 音乐,http://221.213.43.82:8888/newlive/live/hls/17/live.m3u8
CCTV16 奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16 奥林匹克,http://111.20.40.164/PLTV/88888893/224/3221226921/index.m3u8
CCTV16 奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17 农业农村,http://cyz32.livehbindex.hbcatv.cn/live/500000208b8d41c4b436ef32428c229d.m3u8?bitrate=2300&pt=5
CCTV17 农业农村,http://223.151.51.27:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17 农业农村,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000204
CCTV1 综合,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV3 综艺,http://111.20.40.172/PLTV/88888893/224/3221226397/index.m3u8
CCTV4 中文国际,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV5 体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5 体育,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV6 电影,http://111.20.40.167/PLTV/88888893/224/3221226393/index.m3u8
CCTV6 电影,http://111.20.40.166/PLTV/88888893/224/3221226393/index.m3u8
CCTV7 国防军事,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV8 电视剧,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV8 电视剧,http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8
CCTV9 纪录,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV9 纪录,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV10 科教,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV13 新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13 新闻,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13 新闻,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV14 少儿,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV16 奥林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16 奥林匹克,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16 奥林匹克,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV1 综合,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV2 财经,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV3 综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV4 中文国际,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV5 体育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+ 体育赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV6 电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV7 国防军事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
